id,original_title,popularity,release_date,title,vote_average,vote_count,month,day_of_week
299909,Bella Vita,0.6,2014-09-16,Bella Vita,10.0,1,9,Tuesday
299452,Transgender Parents,0.6,2014-10-19,Transgender Parents,10.0,2,10,Sunday
298304,Ubuzima Nyuma Urupfu,0.6,2014-02-01,Life After Death,10.0,1,2,Saturday
298267,Virtus,0.6,2014-07-27,Virtus,10.0,2,7,Sunday
297325,Red Luck,0.6,2014-04-07,Red Luck,10.0,1,4,Monday
296614,The One Piece Podcast Goes To Japan,0.6,2014-10-03,The One Piece Podcast Goes To Japan,10.0,2,10,Friday
295663,The Syndrome,0.6,2014-10-12,The Syndrome,10.0,1,10,Sunday
295434,Life After Death from Above 1979,0.6,2014-10-07,Life After Death from Above 1979,10.0,1,10,Tuesday
294876,CHRISTMAS RIDE,0.6,2014-09-19,CHRISTMAS RIDE,10.0,1,9,Friday
290970,George Strait: The Cowboy Rides Away,0.6,2014-08-29,George Strait: The Cowboy Rides Away,10.0,1,8,Friday
290298,African Metropolis,0.6,2014-06-03,African Metropolis,10.0,1,6,Tuesday
289688,Cantajuego 10,0.6,2014-06-12,Cantajuego 10,10.0,1,6,Thursday
273941,Death As Life,0.6,2014-06-01,Death As Life,10.0,1,6,Sunday
266515,Paul Mooney: A Piece of My Mind - God Bless America,0.6,2014-03-18,Paul Mooney: A Piece of My Mind - God Bless America,10.0,1,3,Tuesday
263941,Daniel Bryan: Journey to WrestleMania 30,0.6,2014-04-09,Daniel Bryan: Journey to WrestleMania 30,10.0,1,4,Wednesday
258018,Ending Is the Beginning - The Mitch Lucker Memorial Show,0.6,2014-02-18,Ending Is the Beginning - The Mitch Lucker Memorial Show,10.0,1,2,Tuesday
256138,Disney Cruise Line: ReImagined Magic,0.6,2014-02-17,Disney Cruise Line: ReImagined Magic,10.0,1,2,Monday
253526,Sabbatical,0.6,2014-04-04,Sabbatical,10.0,1,4,Friday
253328,Que caramba es la vida,0.6,2014-03-11,Que caramba es la vida,10.0,1,3,Tuesday
251537,What The F@#- Is Cancer and Why Does Everybody Have It?,0.6,2014-01-08,What The F@#- Is Cancer and Why Does Everybody Have It?,10.0,1,1,Wednesday
250771,This May Be the Last Time,0.6,2014-01-19,This May Be the Last Time,10.0,1,1,Sunday
248637,Skanks,0.6,2014-07-22,Skanks,10.0,1,7,Tuesday
441595,A Brief Look at the Space Race,0.6,2014-12-17,A Brief Look at the Space Race,9.5,2,12,Wednesday
321146,Beneath the Helmet,0.6,2014-10-28,Beneath the Helmet,9.5,2,10,Tuesday
308201,J'irai Dormir chez l'Homme qui Brûle,0.6,2014-10-17,J'irai Dormir chez l'Homme qui Brûle,9.5,1,10,Friday
273334,United States of Secrets (Part One): The Program,0.6,2014-05-13,United States of Secrets (Part One): The Program,9.5,2,5,Tuesday
255383,For Those About to Rock. The Story of Rodrigo y Gabriela,0.6,2014-03-15,For Those About to Rock. The Story of Rodrigo y Gabriela,9.5,1,3,Saturday
322917,Wayward Fronds,0.6,2014-01-01,Wayward Fronds,9.3,3,1,Wednesday
562981,The Serenity Chronicles III: Revelations,0.6,2014-10-31,The Serenity Chronicles III: Revelations,9.0,1,10,Friday
562980,The Serenity Chronicles II: War Stories,0.6,2014-09-01,The Serenity Chronicles II: War Stories,9.0,1,9,Monday
562978,The Serenity Chronicles I: Firefly,0.6,2014-07-31,The Serenity Chronicles I: Firefly,9.0,1,7,Thursday
543523,Flying Paper,0.6,2014-10-22,Flying Paper,9.0,1,10,Wednesday
501206,Echoes,0.6,2014-06-25,Echoes,9.0,1,6,Wednesday
495758,Down in Shadowland,0.6,2014-10-18,Down in Shadowland,9.0,2,10,Saturday
474200,The Oxide Incident,0.6,2014-10-10,The Oxide Incident,9.0,1,10,Friday
452590,Hero,0.6,2014-04-17,Hero,9.0,1,4,Thursday
413068,Lonely Planet,0.6,2014-10-19,Lonely Planet,9.0,1,10,Sunday
388753,New Zealand - Home of Middle-earth - Part 2,0.6,2014-03-20,New Zealand - Home of Middle-earth - Part 2,9.0,1,3,Thursday
370808,Lesley the Pony Has an A+ Day!,0.6,2014-01-01,Lesley the Pony Has an A+ Day!,9.0,1,1,Wednesday
333767,Sean,0.6,2014-12-03,Sean,9.0,1,12,Wednesday
332499,Dragula,0.6,2014-06-24,Dragula,9.0,1,6,Tuesday
328501,SMH The Movie,0.6,2014-11-01,SMH The Movie,9.0,1,11,Saturday
320447,Dogs on the Inside,0.6,2014-09-25,Dogs on the Inside,9.0,2,9,Thursday
317124,Rosetta: Audio/Visual,0.6,2014-12-25,Rosetta: Audio/Visual,9.0,2,12,Thursday
314199,"White, Blue and White",0.6,2014-07-01,"White, Blue and White",9.0,1,7,Tuesday
311972,Jean-Marc Parent - Torture,0.6,2014-11-25,Jean-Marc Parent - Torture,9.0,1,11,Tuesday
306630,Malleus Maleficarum,0.6,2014-10-25,Malleus Maleficarum,9.0,1,10,Saturday
306517,Pity,0.6,2014-03-08,Pity,9.0,1,3,Saturday
300179,The Lion’s Mouth Opens,0.6,2014-01-18,The Lion’s Mouth Opens,9.0,1,1,Saturday
297590,The Day the Series Stopped,0.6,2014-10-12,The Day the Series Stopped,9.0,2,10,Sunday
295952,Strictly Sacred: The Story of Girl Trouble,0.6,2014-05-26,Strictly Sacred: The Story of Girl Trouble,9.0,1,5,Monday
295629,A Leading Man,0.6,2014-09-26,A Leading Man,9.0,1,9,Friday
271343,Walking Under Water,0.6,2014-11-17,Walking Under Water,9.0,2,11,Monday
267065,They Came at Night,0.6,2014-04-12,They Came at Night,9.0,1,4,Saturday
265832,700 Sundays,0.6,2014-04-19,700 Sundays,9.0,5,4,Saturday
259043,Krisha,0.6,2014-03-07,Krisha,9.0,1,3,Friday
255762,Sing Over Me,0.6,2014-02-15,Sing Over Me,9.0,2,2,Saturday
254471,Brain of Terror,0.6,2014-01-02,Brain of Terror,9.0,1,1,Thursday
253289,Above All Else,0.6,2014-03-10,Above All Else,9.0,2,3,Monday
250300,Atlas,0.6,2014-11-21,Atlas,9.0,1,11,Friday
240222,The Ballad of Skinless Pete,0.6,2014-03-08,The Ballad of Skinless Pete,9.0,1,3,Saturday
171142,Brian Wilson: Songwriter 1969-1982,0.6,2014-01-01,Brian Wilson: Songwriter 1969-1982,9.0,1,1,Wednesday
324788,The Neighbors,0.6,2014-09-26,The Neighbors,8.8,2,9,Friday
304450,The Black Dahlia Murder: Fool 'Em All,0.6,2014-06-24,The Black Dahlia Murder: Fool 'Em All,8.8,2,6,Tuesday
257678,روز روشن,0.6,2014-11-25,The Bright Day,8.8,2,11,Tuesday
251739,Rat Pack Rat,0.6,2014-01-17,Rat Pack Rat,8.7,3,1,Friday
569377,Inside the Whale,0.6,2014-12-13,Inside the Whale,8.5,2,12,Saturday
505688,The Gospel of Matthew,0.6,2014-01-01,The Gospel of Matthew,8.5,2,1,Wednesday
471637,Phineas and Ferb: Night of the Living Pharmacists,0.6,2014-10-04,Phineas and Ferb: Night of the Living Pharmacists,8.5,2,10,Saturday
409362,Naked,0.6,2014-12-30,Naked,8.5,2,12,Tuesday
389228,Runaway Dream,0.6,2014-12-01,Runaway Dream,8.5,1,12,Monday
332617,Skydancers,0.6,2014-01-01,Skydancers,8.5,2,1,Wednesday
306408,Sleepless in America,0.6,2014-11-30,Sleepless in America,8.5,2,11,Sunday
289283,Living with Jigsaw,0.6,2014-08-29,Living with Jigsaw,8.5,2,8,Friday
261813,Slaying the Badger,0.6,2014-07-22,Slaying the Badger,8.5,2,7,Tuesday
323518,Your Inner Fish,0.6,2014-04-09,Your Inner Fish,8.3,3,4,Wednesday
298663,Sweeney Todd: The Demon Barber of Fleet Street,0.6,2014-09-26,Sweeney Todd: The Demon Barber of Fleet Street,8.3,3,9,Friday
293126,Terror at the Mall,0.6,2014-09-15,Terror at the Mall,8.3,3,9,Monday
306205,CKY: The Greatest Hits,0.6,2014-11-02,CKY: The Greatest Hits,8.3,4,11,Sunday
285597,Nixon by Nixon: In His Own Words,0.6,2014-08-04,Nixon by Nixon: In His Own Words,8.3,4,8,Monday
264542,Asteroide,0.6,2014-03-13,Asteroid,8.3,2,3,Thursday
296231,Carb-Loaded: A Culture Dying to Eat,0.6,2014-09-25,Carb-Loaded: A Culture Dying to Eat,8.2,3,9,Thursday
284630,Simply Gay Le Film,0.6,2014-09-13,Simply Gay The Movie,8.1,6,9,Saturday
590457,Willie Nelson Live @ SXSW,0.6,2014-03-15,Willie Nelson Live @ SXSW,8.0,1,3,Saturday
572524,When God Left the Building,0.6,2014-01-01,When God Left the Building,8.0,1,1,Wednesday
523644,Lake,0.6,2014-02-11,Lake,8.0,1,2,Tuesday
498113,"Afflicted, Inc.",0.6,2014-03-24,"Afflicted, Inc.",8.0,1,3,Monday
493666,Addiction: This Is Not a Love Story,0.6,2014-11-20,Addiction: This Is Not a Love Story,8.0,1,11,Thursday
477565,Batmetal,0.6,2014-01-07,Batmetal,8.0,1,1,Tuesday
465014,The Distortion of Sound,0.6,2014-07-10,The Distortion of Sound,8.0,2,7,Thursday
464296,Vegas Vikings,0.6,2014-12-06,Vegas Vikings,8.0,1,12,Saturday
456923,Rise of a Texas Bluesman: Stevie Ray Vaughan 1954-1983,0.6,2014-09-09,Rise of a Texas Bluesman: Stevie Ray Vaughan 1954-1983,8.0,1,9,Tuesday
440003,INT. CAFÉ – NIGHT,0.6,2014-09-20,INT. CAFÉ – NIGHT,8.0,3,9,Saturday
431039,Paris by night 112,0.6,2014-12-21,Paris by night 112,8.0,1,12,Sunday
429187,Kounterclockwise in Forever-Land,0.6,2014-03-09,Kounterclockwise in Forever-Land,8.0,2,3,Sunday
428930,Drink,0.6,2014-01-01,Drink,8.0,1,1,Wednesday
424817,Chestnut Street,0.6,2014-01-01,Chestnut Street,8.0,1,1,Wednesday
424812,Emulsion Electrons Imbued,0.6,2014-01-01,Emulsion Electrons Imbued,8.0,1,1,Wednesday
412322,Finding Home,0.6,2014-03-24,Finding Home,8.0,3,3,Monday
410567,Closed Set,0.6,2014-04-06,Closed Set,8.0,2,4,Sunday
409486,Sabrina: Secrets of a Teenage Witch - A Witch and the Werewolf,0.6,2014-09-01,Sabrina: Secrets of a Teenage Witch - A Witch and the Werewolf,8.0,1,9,Monday
393082,The Hunt,0.6,2014-10-04,The Hunt,8.0,1,10,Saturday
391136,Inside Her Sex,0.6,2014-11-30,Inside Her Sex,8.0,1,11,Sunday
386663,Cowboy Christmas,0.6,2014-11-08,Cowboy Christmas,8.0,2,11,Saturday
385129,Test,0.6,2014-09-27,Test,8.0,1,9,Saturday
375083,Sufferfest 2: Desert Alpine,0.6,2014-11-13,Sufferfest 2: Desert Alpine,8.0,1,11,Thursday
367531,NEW,0.6,2014-12-04,NEW,8.0,1,12,Thursday
363716,Skunk,0.6,2014-10-18,Skunk,8.0,2,10,Saturday
359703,Barbie Boy,0.6,2014-11-14,Barbie Boy,8.0,1,11,Friday
356753,AWOL,0.6,2011-01-21,AWOL,8.0,2,1,Friday
348304,My Depression (The Up and Down and Up of It),0.6,2014-04-17,My Depression (The Up and Down and Up of It),8.0,2,4,Thursday
346104,Faberge: A Life of Its Own,0.6,2014-04-04,Faberge: A Life of Its Own,8.0,1,4,Friday
334381,Basically,0.6,2014-02-25,Basically,8.0,1,2,Tuesday
333800,Dearly Departed: Vol. 2,0.6,2014-06-14,Dearly Departed: Vol. 2,8.0,2,6,Saturday
328307,Rise of the Entrepreneur: The Search for a Better Way,0.6,2014-11-20,Rise of the Entrepreneur: The Search for a Better Way,8.0,1,11,Thursday
328116,Fandry,0.6,2014-02-14,Fandry,8.0,1,2,Friday
327682,JFK to 9/11: Everything is a Rich Man's Trick,0.6,2014-11-19,JFK to 9/11: Everything is a Rich Man's Trick,8.0,2,11,Wednesday
327454,Teenagers With Attitude,0.6,2014-09-24,Teenagers With Attitude,8.0,2,9,Wednesday
324116,Why I'm Not on Facebook,0.6,2014-01-01,Why I'm Not on Facebook,8.0,2,1,Wednesday
322245,Skinned,0.6,2014-01-01,Skinned,8.0,2,1,Wednesday
321631,That's Not Funny,0.6,2014-06-18,That's Not Funny,8.0,1,6,Wednesday
320879,Runaway Hearts,0.6,2014-01-01,Runaway Hearts,8.0,1,1,Wednesday
319966,Compared To What: The Improbable Journey Of Barney Frank,0.6,2014-04-27,Compared To What: The Improbable Journey Of Barney Frank,8.0,3,4,Sunday
316113,The Eve,0.6,2014-08-15,The Eve,8.0,1,8,Friday
316052,Inside Metal: The Pioneers of L.A. Hard Rock and Metal,0.6,2014-11-06,Inside Metal: The Pioneers of L.A. Hard Rock and Metal,8.0,1,11,Thursday
314678,Opposite Field,0.6,2014-01-01,Opposite Field,8.0,1,1,Wednesday
311223,The Peculiar Predicament of Paul and Penelope,0.6,2014-12-01,The Peculiar Predicament of Paul and Penelope,8.0,1,12,Monday
310925,The Run of His Life: The People v. O.J. Simpson,0.6,2014-01-01,The Run of His Life: The People v. O.J. Simpson,8.0,1,1,Wednesday
308329,Last Days,0.6,2014-12-07,Last Days,8.0,5,12,Sunday
307721,Lalaloopsy Girls: Welcome to L.A.L.A. Prep School,0.6,2014-12-02,Lalaloopsy Girls: Welcome to L.A.L.A. Prep School,8.0,2,12,Tuesday
307286,Frank Skinner Live - Man in a Suit,0.6,2014-12-01,Frank Skinner Live - Man in a Suit,8.0,1,12,Monday
307231,Love,0.6,2014-12-01,Love,8.0,1,12,Monday
306199,Joe Rogan: Rocky Mountain High,0.6,2014-11-21,Joe Rogan: Rocky Mountain High,8.0,1,11,Friday
306005,Everything Will Change,0.6,2014-11-24,Everything Will Change,8.0,1,11,Monday
305022,Exile Nation: The Plastic People,0.6,2014-10-31,Exile Nation: The Plastic People,8.0,1,10,Friday
303171,Blue Gold: American Jeans,0.6,2014-05-31,Blue Gold: American Jeans,8.0,2,5,Saturday
303169,Jason Manford: First World Problems,0.6,2014-11-17,Jason Manford: First World Problems,8.0,1,11,Monday
303098,The U Part 2,0.6,2014-12-13,The U Part 2,8.0,2,12,Saturday
303096,Brothers in Exile,0.6,2014-11-04,Brothers in Exile,8.0,4,11,Tuesday
302037,Almost Ablaze,0.6,2014-10-21,Almost Ablaze,8.0,2,10,Tuesday
301046,John's of 12th Street,0.6,2014-11-16,John's of 12th Street,8.0,1,11,Sunday
300822,Remaking the Legend: Halo 2 Anniversary,0.6,2014-11-03,Remaking the Legend: Halo 2 Anniversary,8.0,1,11,Monday
300177,Kehinde Wiley: An Economy of Grace,0.6,2014-09-05,Kehinde Wiley: An Economy of Grace,8.0,2,9,Friday
298869,Bag Man,0.6,2014-09-10,Bag Man,8.0,4,9,Wednesday
298027,China Test Girls,0.6,2014-12-31,China Test Girls,8.0,1,12,Wednesday
296946,A Small Section of the World,0.6,2014-01-01,A Small Section of the World,8.0,1,1,Wednesday
290380,La vie rêvée de David L,0.6,2014-04-11,The Dreamlife of David L,8.0,1,4,Friday
278760,Nine Days and Nights of Ed Sheeran,0.6,2014-06-10,Nine Days and Nights of Ed Sheeran,8.0,3,6,Tuesday
277178,Floating,0.6,2014-06-14,Floating,8.0,1,6,Saturday
276824,Metamoris 3 - The Rematch,0.6,2014-03-29,Metamoris 3 - The Rematch,8.0,1,3,Saturday
276148,Wolverine Versus Sabretooth,0.6,2014-01-14,Wolverine Versus Sabretooth,8.0,2,1,Tuesday
275473,Barney: Happy Birthday Barney!,0.6,2014-04-01,Barney: Happy Birthday Barney!,8.0,1,4,Tuesday
274474,Verbatim,0.6,2014-01-17,Verbatim,8.0,1,1,Friday
271059,Honor Diaries,0.6,2014-03-08,Honor Diaries,8.0,2,3,Saturday
271039,"Something, Anything",0.6,2015-01-09,"Something, Anything",8.0,2,1,Friday
270683,Volcom: True to This,0.6,2014-01-01,Volcom: True to This,8.0,1,1,Wednesday
270397,My Last Year With The Nuns,0.6,2014-05-21,My Last Year With The Nuns,8.0,1,5,Wednesday
267848,VeggieTales: Veggies In Space - The Fennel Frontier,0.6,2014-02-03,VeggieTales: Veggies In Space - The Fennel Frontier,8.0,1,2,Monday
267335,The Gable 5,0.6,2014-03-27,The Gable 5,8.0,1,3,Thursday
265891,Journey of a Female Comic,0.6,2014-05-02,Journey of a Female Comic,8.0,1,5,Friday
230154,Cairo Drive,0.6,2014-09-30,Cairo Drive,8.0,1,9,Tuesday
151595,Death Metal Angola,0.6,2014-11-07,Death Metal Angola,8.0,3,11,Friday
140506,Torturous,0.6,2014-02-20,Torturous,8.0,1,2,Thursday
299876,A Tale of Momentum & Inertia,0.6,2014-04-01,A Tale of Momentum & Inertia,7.8,5,4,Tuesday
261038,The Newburgh Sting,0.6,2014-04-20,The Newburgh Sting,7.8,5,4,Sunday
401868,Slap,0.6,2014-11-08,Slap,7.8,2,11,Saturday
324336,Jake Bugg - Live at the Royal Albert Hall,0.6,2014-12-19,Jake Bugg - Live at the Royal Albert Hall,7.8,2,12,Friday
268279,Ever,0.6,2014-04-26,Ever,7.8,4,4,Saturday
261810,Silenced,0.6,2014-11-19,Silenced,7.7,7,11,Wednesday
329137,My Italian Secret: The Forgotten Heroes,0.6,2014-10-12,My Italian Secret: The Forgotten Heroes,7.7,3,10,Sunday
322316,Leonard in Slow Motion,0.6,2014-04-06,Leonard in Slow Motion,7.7,3,4,Sunday
321941,Dead Frequency,0.6,2014-01-01,Dead Frequency,7.7,3,1,Wednesday
298634,One Little Pill,0.6,2014-10-01,One Little Pill,7.7,3,10,Wednesday
291345,Goreyan Nu Daffa Karo,0.6,2014-09-12,Goreyan Nu Daffa Karo,7.7,3,9,Friday
253318,American Interior,0.6,2014-03-11,American Interior,7.7,3,3,Tuesday
205055,Sign Painters,0.6,2014-05-13,Sign Painters,7.7,3,5,Tuesday
299638,Brian and the Boz,0.6,2014-10-28,Brian and the Boz,7.6,4,10,Tuesday
289824,No Cameras Allowed,0.6,2014-07-23,No Cameras Allowed,7.6,4,7,Wednesday
173497,We Cause Scenes,0.6,2014-01-08,We Cause Scenes,7.6,5,1,Wednesday
294314,Derren Brown: Infamous,0.6,2014-09-22,Derren Brown: Infamous,7.5,11,9,Monday
585189,Dragon Ball Z: Light of Hope,0.6,2014-01-30,Dragon Ball Z: Light of Hope,7.5,3,1,Thursday
431439,Todd Barry: The Crowd Work Tour,0.6,2014-03-22,Todd Barry: The Crowd Work Tour,7.5,2,3,Saturday
372430,Our Magic,0.6,2014-01-01,Our Magic,7.5,1,1,Wednesday
355462,Noah,0.6,2014-03-25,Noah,7.5,2,3,Tuesday
317880,5 Seconds of Summer: So Perfect,0.6,2014-01-01,5 Seconds of Summer,7.5,2,1,Wednesday
314466,The Dukes of September - Live at Lincoln Center,0.6,2014-03-18,The Dukes of September - Live at Lincoln Center,7.5,1,3,Tuesday
309911,Submarine Sandwich,0.6,2014-12-10,Submarine Sandwich,7.5,5,12,Wednesday
309891,Nina Conti: Dolly Mixtures,0.6,2014-12-08,Nina Conti: Dolly Mixtures,7.5,1,12,Monday
306221,Navy SEALs: Their Untold Story,0.6,2014-11-01,Navy SEALs: Their Untold Story,7.5,4,11,Saturday
302676,Sid the Science Kid: What Is a Rainbow?,0.6,2014-03-04,Sid the Science Kid: What Is a Rainbow?,7.5,1,3,Tuesday
296680,Voce umana,0.6,2014-04-21,Human Voice,7.5,4,4,Monday
290850,American Pharaoh,0.6,2014-06-16,American Pharaoh,7.5,1,6,Monday
286762,Tinkerbell Pirate Shorts,0.6,2014-04-01,Tinkerbell Pirate Shorts,7.5,2,4,Tuesday
273084,Bipolar,0.6,2014-05-30,Bipolar,7.5,2,5,Friday
263499,Cyber-Seniors,0.6,2014-05-01,Cyber-Seniors,7.5,5,5,Thursday
250597,Billy Joel: A Matter of Trust - The Bridge to Russia,0.6,2014-01-31,Billy Joel: A Matter of Trust - The Bridge to Russia,7.5,1,1,Friday
48839,Red Dirt Rising,0.6,2014-10-31,Red Dirt Rising,7.5,2,10,Friday
257401,Life After Pi,0.6,2014-02-27,Life After Pi,7.4,7,2,Thursday
397805,Brothers,0.6,2014-01-01,Brothers,7.3,3,1,Wednesday
329124,Toutes des connes,0.6,2014-01-17,Life's a Bitch,7.3,3,1,Friday
325401,Sam,0.6,2014-05-09,Sam,7.3,3,5,Friday
314131,The Awareness,0.6,2014-01-02,The Awareness,7.3,3,1,Thursday
294280,Heather McDonald: I Don't Mean to Brag,0.6,2014-08-29,Heather McDonald: I Don't Mean to Brag,7.3,3,8,Friday
313820,She Makes Comics,0.6,2014-11-15,She Makes Comics,7.3,4,11,Saturday
261437,"Apocalypse, Man",0.6,2014-01-14,"Apocalypse, Man",7.3,2,1,Tuesday
257113,Know How,0.6,2014-03-08,Know How,7.3,2,3,Saturday
254644,Dangerous Toys,0.6,2014-01-11,Dangerous Toys,7.3,2,1,Saturday
253339,All American High: Revisited,0.6,2014-03-09,All American High: Revisited,7.3,4,3,Sunday
192137,Not Waving but Drowning,0.6,2012-09-09,Not Waving but Drowning,7.3,4,9,Sunday
187028,عمر,0.6,2014-02-21,Omar,7.2,86,2,Friday
300089,Escape From a Nazi Death Camp,0.6,2014-05-21,Escape From a Nazi Death Camp,7.2,3,5,Wednesday
250756,Lambert & Stamp,0.6,2014-01-20,Lambert & Stamp,7.2,6,1,Monday
215032,Watermark,0.6,2014-04-04,Watermark,7.2,12,4,Friday
301937,Interesting Ball,0.6,2014-11-03,Interesting Ball,7.1,7,11,Monday
213121,Toy Story of Terror!,0.6,2014-08-19,Toy Story of Terror!,7.1,413,8,Tuesday
319975,The Drop Box,0.6,2014-04-05,The Drop Box,7.1,8,4,Saturday
173455,Mistaken for Strangers,0.6,2014-03-28,Mistaken for Strangers,7.1,34,3,Friday
203819,Tracks,0.6,2014-09-19,Tracks,7.1,273,9,Friday
261033,Manos sucias,0.6,2014-04-17,Manos sucias,7.0,11,4,Thursday
562903,Little Darling,0.6,2014-08-14,Little Darling,7.0,1,8,Thursday
557308,Arrowed,0.6,2014-01-01,Arrowed,7.0,1,1,Wednesday
523820,The Turtle's Head,0.6,2014-01-01,The Turtle's Head,7.0,1,1,Wednesday
519918,The Real Chainsaw Massacre,0.6,2014-08-31,The Real Chainsaw Massacre,7.0,1,8,Sunday
510507,Falling,0.6,2014-12-01,Falling,7.0,1,12,Monday
509767,What It Was,0.6,2014-07-26,What It Was,7.0,2,7,Saturday
506812,The Ledge End of Phil,0.6,2014-11-14,The Ledge End of Phil,7.0,1,11,Friday
500741,Miss Miao,0.6,2014-05-31,Miss Miao,7.0,1,5,Saturday
486500,The Adventures of Paula Peril,0.6,2014-02-25,The Adventures of Paula Peril,7.0,1,2,Tuesday
484058,Vaccines: Calling the Shots,0.6,2014-09-10,Vaccines: Calling the Shots,7.0,1,9,Wednesday
479967,Truth or Dare,0.6,2014-06-15,Truth or Dare,7.0,1,6,Sunday
478546,Prison State,0.6,2014-04-29,Prison State,7.0,1,4,Tuesday
474202,Berlin Wall: The Night the Iron Curtain Closed,0.6,2014-11-09,Berlin Wall: The Night the Iron Curtain Closed,7.0,1,11,Sunday
474092,I Choose,0.6,2014-06-10,I Choose,7.0,1,6,Tuesday
465886,Star Wars Rebels: Art Attack,0.6,2014-08-18,Star Wars Rebels: Art Attack,7.0,6,8,Monday
463678,Last Spring Break,0.6,2014-12-31,Last Spring Break,7.0,1,12,Wednesday
463549,Dick Cavett's Watergate,0.6,2014-08-08,Dick Cavett's Watergate,7.0,1,8,Friday
458133,Catatonia,0.6,2014-01-01,Catatonia,7.0,1,1,Wednesday
447580,The Majdanek Gas Chamber Myth,0.6,2014-12-07,The Majdanek Gas Chamber Myth,7.0,1,12,Sunday
428248,Godka cirka,0.6,2013-06-13,Godka cirka,7.0,1,6,Thursday
420114,9 minutes,0.6,2014-06-05,9 minutes,7.0,1,6,Thursday
415848,The Weigh In,0.6,2014-02-07,The Weigh In,7.0,1,2,Friday
407297,American Gladiators,0.6,2014-10-11,American Gladiators,7.0,1,10,Saturday
404546,Broken Heart Land,0.6,2014-06-21,Broken Heart Land,7.0,1,6,Saturday
403827,Gasping,0.6,2014-11-15,Gasping,7.0,1,11,Saturday
398375,The yellow generation,0.6,2014-05-20,The yellow generation,7.0,1,5,Tuesday
387446,Who Is Vermin Supreme? An Outsider Odyssey,0.6,2014-04-09,Who Is Vermin Supreme? An Outsider Odyssey,7.0,1,4,Wednesday
386585,The iMom,0.6,2014-06-14,The iMom,7.0,1,6,Saturday
385378,Deadly Famous,0.6,2014-04-09,Deadly Famous,7.0,1,4,Wednesday
382757,The Secret Santa,0.6,2014-12-14,The Secret Santa,7.0,1,12,Sunday
375078,Sufferfest 1: Climbing California's 14ers by Bike,0.6,2014-03-29,Sufferfest 1: Climbing California's 14ers by Bike,7.0,1,3,Saturday
366355,Dark Hearts,0.6,2014-11-20,Dark Hearts,7.0,1,11,Thursday
366209,Remission,0.6,2014-04-14,Remission,7.0,1,4,Monday
365860,The Pride of Strathmoor,0.6,2014-08-18,The Pride of Strathmoor,7.0,1,8,Monday
364217,Defiance: The Lost Ones,0.6,2014-04-02,Defiance: The Lost Ones,7.0,1,4,Wednesday
361522,Althea,0.6,2014-11-14,Althea,7.0,2,11,Friday
360689,Freedom From Choice,0.6,2014-07-12,Freedom From Choice,7.0,1,7,Saturday
356802,First Aid Kit - Live at The Paradise,0.6,2014-06-08,First Aid Kit - Live at The Paradise,7.0,1,6,Sunday
356469,Las Marthas,0.6,2014-01-19,Las Marthas,7.0,1,1,Sunday
352986,Bunion,0.6,2014-03-16,Bunion,7.0,1,3,Sunday
347199,Help,0.6,2014-07-29,Help,7.0,3,7,Tuesday
346385,The History of Time Travel,0.6,2014-10-25,The History of Time Travel,7.0,2,10,Saturday
339024,The Milky Way,0.6,2014-04-01,The Milky Way,7.0,3,4,Tuesday
338629,My Big Brother,0.6,2014-05-30,My Big Brother,7.0,1,5,Friday
330212,Mimi and Dona,0.6,2014-10-01,Mimi and Dona,7.0,1,10,Wednesday
328212,The Last Man on Earth,0.6,2014-03-07,The Last Man on Earth,7.0,1,3,Friday
326910,Hate Crimes in the Heartland,0.6,2014-02-11,Hate Crimes in the Heartland,7.0,1,2,Tuesday
326550,Doll Factory,0.6,2014-10-29,Doll Factory,7.0,1,10,Wednesday
323610,Jennifer Help Us,0.6,2014-10-26,Jennifer Help Us,7.0,1,10,Sunday
323579,First Impression,0.6,2014-06-20,First Impression,7.0,1,6,Friday
323090,The Power of Thought,0.6,2014-01-01,The Power of Thought,7.0,1,1,Wednesday
320901,Masanada Hoovu,0.6,2014-01-01,Masanada Hoovu,7.0,1,1,Wednesday
320207,Werewolves,0.6,2014-10-31,Werewolves,7.0,2,10,Friday
317882,500 Miles,0.6,2014-01-20,500 Miles,7.0,1,1,Monday
314284,Return to the Wild: The Chris McCandless Story,0.6,2014-11-25,Return to the Wild: The Chris McCandless Story,7.0,1,11,Tuesday
311623,The Thanhouser Studio and the Birth of American Cinema,0.6,2014-12-01,The Thanhouser Studio and the Birth of American Cinema,7.0,1,12,Monday
311099,End of the Line,0.6,2014-12-08,End of the Line,7.0,2,12,Monday
308264,匆匆那年,0.6,2014-12-12,Back in Time,7.0,3,12,Friday
307916,Baaz,0.6,2014-01-01,Baaz,7.0,1,1,Wednesday
307105,Koppu no naka no Koushi,0.6,2014-09-12,My Milk Cup Cow,7.0,3,9,Friday
307100,More Scenes from a Gay Marriage,0.6,2014-11-18,More Scenes from a Gay Marriage,7.0,2,11,Tuesday
306399,Mass Extinction: Life at the Brink,0.6,2014-11-30,Mass Extinction: Life at the Brink,7.0,2,11,Sunday
305198,Al Capone: Icon,0.6,2014-07-22,Al Capone: Icon,7.0,1,7,Tuesday
299754,Alice Cooper: Raise the Dead (Live from Wacken),0.6,2014-10-21,Alice Cooper: Raise the Dead (Live from Wacken),7.0,1,10,Tuesday
298844,Alone With People,0.6,2014-07-18,Alone With People,7.0,1,7,Friday
