id,original_title,popularity,release_date,title,vote_average,vote_count,month,day_of_week
12444,Harry Potter and the Deathly Hallows: Part 1,33.533,2010-11-19,Harry Potter and the Deathly Hallows: Part 1,7.7,10788,11,Friday
10191,How to Train Your Dragon,28.734,2010-03-26,How to Train Your Dragon,7.7,7610,3,Friday
10138,Iron Man 2,28.515,2010-05-07,Iron Man 2,6.8,12368,5,Friday
27205,Inception,27.92,2010-07-16,Inception,8.3,22186,7,Friday
32657,Percy Jackson & the Olympians: The Lightning Thief,26.691,2010-02-11,Percy Jackson & the Olympians: The Lightning Thief,6.1,4229,2,Thursday
19995,Avatar,26.526,2009-12-18,Avatar,7.4,18676,12,Friday
10193,Toy Story 3,24.445,2010-06-17,Toy Story 3,7.7,8340,6,Thursday
20352,Despicable Me,23.673000000000002,2010-07-09,Despicable Me,7.2,10057,7,Friday
38055,Megamind,22.855,2010-11-04,Megamind,6.8,3635,11,Thursday
12155,Alice in Wonderland,22.02,2010-03-05,Alice in Wonderland,6.6,8713,3,Friday
27578,The Expendables,21.517,2010-08-03,The Expendables,6.1,4647,8,Tuesday
38757,Tangled,21.511,2010-11-24,Tangled,7.5,6407,11,Wednesday
41439,Saw 3D,20.37,2010-10-28,Saw: The Final Chapter,6.0,1488,10,Thursday
24021,The Twilight Saga: Eclipse,20.34,2010-06-23,The Twilight Saga: Eclipse,6.0,4909,6,Wednesday
20504,The Book of Eli,18.985,2010-01-11,The Book of Eli,6.7,3495,1,Monday
52371,LelleBelle,18.586,2010-10-09,LelleBelle,4.5,36,10,Saturday
2502,The Bourne Supremacy,18.199,2004-07-23,The Bourne Supremacy,7.3,4367,7,Friday
11324,Shutter Island,18.06,2010-02-18,Shutter Island,8.1,12625,2,Thursday
2501,The Bourne Identity,17.935,2002-06-14,The Bourne Identity,7.4,5406,6,Friday
37834,Knight and Day,17.713,2010-06-23,Knight and Day,6.0,2494,6,Wednesday
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,17.382,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,3196,12,Friday
41233,Step Up 3D,17.174,2010-08-06,Step Up 3D,6.7,1160,8,Friday
34544,The A-Team,17.097,2010-06-11,The A-Team,6.3,2703,6,Friday
45269,The King's Speech,16.798,2010-09-06,The King's Speech,7.7,5013,9,Monday
10196,The Last Airbender,16.595,2010-07-01,The Last Airbender,4.6,2143,7,Thursday
34851,Predators,16.215999999999998,2010-07-03,Predators,6.1,1979,7,Saturday
37799,The Social Network,15.889000000000001,2010-10-01,The Social Network,7.2,6116,10,Friday
38234,Undisputed III: Redemption,15.886,2010-05-22,Undisputed III: Redemption,7.4,302,5,Saturday
2503,The Bourne Ultimatum,15.62,2007-08-03,The Bourne Ultimatum,7.4,4440,8,Friday
18823,Clash of the Titans,15.574000000000002,2010-04-02,Clash of the Titans,5.7,3714,4,Friday
34806,The Back-Up Plan,15.49,2010-04-23,The Back-Up Plan,6.0,806,4,Friday
20662,Robin Hood,15.444,2010-05-14,Robin Hood,6.3,2569,5,Friday
35019,Nanny McPhee and the Big Bang,15.213,2010-08-20,Nanny McPhee and the Big Bang,6.1,953,8,Friday
10192,Shrek Forever After,15.040999999999999,2010-05-16,Shrek Forever After,6.1,3843,5,Sunday
37735,Easy A,14.69,2010-09-17,Easy A,6.8,4168,9,Friday
27022,The Sorcerer's Apprentice,14.463,2010-07-13,The Sorcerer's Apprentice,5.9,2879,7,Tuesday
22538,Scott Pilgrim vs. the World,14.383,2010-08-13,Scott Pilgrim vs. the World,7.3,3882,8,Friday
38365,Grown Ups,14.290999999999999,2010-06-24,Grown Ups,6.1,3171,6,Thursday
41283,Faster,14.172,2010-11-23,Faster,6.2,895,11,Tuesday
7978,The Wolfman,14.03,2010-02-12,The Wolfman,5.7,1009,2,Friday
44048,Unstoppable,14.01,2010-11-12,Unstoppable,6.4,1913,11,Friday
44214,Black Swan,13.745,2010-12-03,Black Swan,7.6,8374,12,Friday
44683,Tinker Bell and the Great Fairy Rescue,13.724,2010-09-21,Tinker Bell and the Great Fairy Rescue,6.5,451,9,Tuesday
61979,Tres metros sobre el cielo,13.720999999999998,2010-12-20,Three Steps Above Heaven,7.5,960,12,Monday
23759,Centurion,13.548,2010-02-15,Centurion,6.1,673,2,Monday
27581,The Other Guys,13.508,2010-08-06,The Other Guys,6.2,2187,8,Friday
23168,The Town,13.475999999999999,2010-09-17,The Town,7.1,2386,9,Friday
20533,Jonah Hex,13.467,2010-06-18,Jonah Hex,4.6,708,6,Friday
20526,TRON: Legacy,13.459000000000001,2010-12-10,TRON: Legacy,6.3,4387,12,Friday
9543,Prince of Persia: The Sands of Time,13.44,2010-05-27,Prince of Persia: The Sands of Time,6.2,4040,5,Thursday
7980,The Lovely Bones,13.285,2010-01-15,The Lovely Bones,6.8,2226,1,Friday
705,All About Eve,13.163,2000-10-06,All About Eve,8.2,685,10,Friday
44264,True Grit,13.118,2010-12-22,True Grit,7.2,2816,12,Wednesday
43947,I Spit on Your Grave,13.102,2010-10-08,I Spit on Your Grave,6.3,977,10,Friday
23483,Kick-Ass,13.08,2010-04-16,Kick-Ass,7.1,7540,4,Friday
51888,Robot Chicken: Star Wars Episode III,13.062000000000001,2010-12-19,Robot Chicken: Star Wars Episode III,7.5,60,12,Sunday
27576,Salt,13.025,2010-07-23,Salt,6.3,3240,7,Friday
47626,Legend of the BoneKnapper Dragon,13.013,2010-10-15,Legend of the BoneKnapper Dragon,6.4,116,10,Friday
26389,From Paris with Love,12.862,2010-02-05,From Paris with Love,6.2,1075,2,Friday
40662,Batman: Under the Red Hood,12.704,2010-07-27,Batman: Under the Red Hood,7.7,756,7,Tuesday
42949,Arthur 3: la guerre des deux mondes,12.679,2010-08-22,Arthur 3: The War of the Two Worlds,5.6,865,8,Sunday
23023,Tooth Fairy,12.65,2010-01-22,Tooth Fairy,5.3,1058,1,Friday
23631,Machete,12.557,2010-09-03,Machete,6.3,1862,9,Friday
25376,El secreto de sus ojos,12.530999999999999,2010-04-16,The Secret in Their Eyes,7.9,1141,4,Friday
35056,Date Night,12.498,2010-04-08,Date Night,6.0,1743,4,Thursday
41733,Due Date,12.445,2010-11-04,Due Date,6.3,2973,11,Thursday
31867,Repo Men,12.437000000000001,2010-03-19,Repo Men,6.2,976,3,Friday
43641,Superman/Shazam!: The Return of Black Adam,12.395,2010-11-09,Superman/Shazam!: The Return of Black Adam,7.1,140,11,Tuesday
28874,サマーウォーズ,12.275,2010-10-13,Summer Wars,7.5,447,10,Wednesday
38575,The Karate Kid,12.255999999999998,2010-06-10,The Karate Kid,6.3,3140,6,Thursday
33217,Diary of a Wimpy Kid,12.255999999999998,2010-03-19,Diary of a Wimpy Kid,6.0,736,3,Friday
29427,The Crazies,12.245999999999999,2010-02-26,The Crazies,6.2,1036,2,Friday
33613,Luftslottet som sprängdes,12.235,2010-10-29,The Girl Who Kicked the Hornet's Nest,7.0,705,10,Friday
39451,Little Fockers,12.152999999999999,2010-12-21,Little Fockers,5.6,1883,12,Tuesday
39514,RED,12.082,2010-10-14,RED,6.6,4162,10,Thursday
22971,Dear John,12.048,2010-02-04,Dear John,6.8,2676,2,Thursday
22894,Legion,12.032,2010-01-22,Legion,5.3,1154,1,Friday
37933,ゲド戦記,12.005,2010-08-13,Tales from Earthsea,6.6,502,8,Friday
25195,Leap Year,11.821,2010-01-08,Leap Year,6.7,990,1,Friday
38408,Life As We Know It,11.806,2010-10-02,Life As We Know It,6.8,1748,10,Saturday
24253,Flickan som lekte med elden,11.655,2010-07-09,The Girl Who Played with Fire,7.0,881,7,Friday
38363,Fair Game,11.624,2010-05-20,Fair Game,6.6,384,5,Thursday
44244,Camp Rock 2: The Final Jam,11.542,2010-09-03,Camp Rock 2: The Final Jam,6.1,878,9,Friday
22972,Green Zone,11.519,2010-03-11,Green Zone,6.4,1176,3,Thursday
30061,Justice League: Crisis on Two Earths,11.498,2010-02-23,Justice League: Crisis on Two Earths,7.2,277,2,Tuesday
23169,Remember Me,11.453,2010-03-12,Remember Me,7.1,2079,3,Friday
44115,127 Hours,11.435,2010-11-05,127 Hours,7.0,4469,11,Friday
47533,Scooby-Doo! Curse of the Lake Monster,11.372,2010-10-15,Scooby-Doo! Curse of the Lake Monster,5.6,171,10,Friday
43593,Piranha 3D,11.302,2010-08-20,Piranha 3D,5.3,1029,8,Friday
37861,Valhalla Rising,11.26,2010-07-16,Valhalla Rising,6.0,582,7,Friday
12201,Edge of Darkness,11.252,2010-01-29,Edge of Darkness,6.3,794,1,Friday
35552,Les Aventures extraordinaires d'Adèle Blanc-Sec,11.220999999999998,2010-04-14,The Extraordinary Adventures of Adèle Blanc-Sec,6.0,671,4,Wednesday
32856,Valentine's Day,11.187000000000001,2010-02-11,Valentine's Day,5.8,1907,2,Thursday
43539,The Next Three Days,11.147,2010-11-19,The Next Three Days,7.0,1469,11,Friday
50393,Kung Fu Panda Holiday,11.083,2010-11-26,Kung Fu Panda Holiday,6.6,110,11,Friday
26388,Buried,10.888,2010-09-24,Buried,6.6,1487,9,Friday
41135,Operation: Endgame,10.799000000000001,2010-07-20,Operation: Endgame,4.9,88,7,Tuesday
38745,Gulliver's Travels,10.767999999999999,2010-12-25,Gulliver's Travels,5.1,1282,12,Saturday
41216,Legend of the Guardians: The Owls of Ga'Hoole,10.754000000000001,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,6.6,1223,9,Friday
23172,The Spy Next Door,10.745999999999999,2010-01-15,The Spy Next Door,5.7,650,1,Friday
16290,Jackass 3D,10.715,2010-10-15,Jackass 3D,6.3,655,10,Friday
13078,The Babysitters,10.71,2008-05-09,The Babysitters,5.3,125,5,Friday
15357,Banlieue 13 - Ultimatum,10.661,2010-02-05,District 13: Ultimatum,6.1,555,2,Friday
10664,[REC]²,10.66,2010-07-09,[REC]²,6.5,920,7,Friday
51170,Open Season 3,10.614,2010-01-25,Open Season 3,5.5,237,1,Monday
38357,Morning Glory,10.595,2010-11-10,Morning Glory,6.3,717,11,Wednesday
25941,Harry Brown,10.555,2010-04-30,Harry Brown,6.8,505,4,Friday
39691,Cats & Dogs: The Revenge of Kitty Galore,10.544,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,4.9,273,7,Friday
45317,The Fighter,10.395,2010-12-17,The Fighter,7.3,2325,12,Friday
27,9 Songs,10.332,2004-09-09,9 Songs,4.9,170,9,Thursday
37710,The Tourist,10.307,2010-12-10,The Tourist,6.1,3133,12,Friday
40080,The Cutting Edge: Fire & Ice,10.302999999999999,2010-03-14,The Cutting Edge: Fire & Ice,6.0,63,3,Sunday
34134,Barbie in A Mermaid Tale,10.252,2010-03-01,Barbie in A Mermaid Tale,6.7,282,3,Monday
14756,葉問,10.23,2010-10-01,Ip Man,7.7,1906,10,Friday
37821,Killers,10.221,2010-06-04,Killers,5.8,1314,6,Friday
38303,You Again,10.208,2010-09-24,You Again,6.2,734,9,Friday
44040,Devil,10.203,2010-09-17,Devil,5.9,1516,9,Friday
34813,The Losers,10.202,2010-04-23,The Losers,6.2,844,4,Friday
44629,Animal Kingdom,10.187999999999999,2010-08-13,Animal Kingdom,6.8,399,8,Friday
33909,Wall Street: Money Never Sleeps,10.177,2010-09-20,Wall Street: Money Never Sleeps,6.0,797,9,Monday
43933,Monsters,10.175,2010-10-29,Monsters,6.2,848,10,Friday
23048,Hot Tub Time Machine,10.15,2010-03-26,Hot Tub Time Machine,6.0,1383,3,Friday
14447,A Matter of Loaf and Death,10.1,2010-02-19,A Matter of Loaf and Death,7.2,219,2,Friday
43347,Love & Other Drugs,10.09,2010-11-24,Love & Other Drugs,6.9,2509,11,Wednesday
40205,16 Wishes,10.068,2010-06-25,16 Wishes,5.9,688,6,Friday
42188,Never Let Me Go,10.012,2010-09-15,Never Let Me Go,6.8,1294,9,Wednesday
43923,It's Kind of a Funny Story,10.01,2010-10-08,It's Kind of a Funny Story,7.0,1324,10,Friday
38167,Eat Pray Love,9.991,2010-08-12,Eat Pray Love,6.0,1208,8,Thursday
37786,Sex and the City 2,9.986,2010-05-27,Sex and the City 2,5.9,809,5,Thursday
37495,Four Lions,9.968,2010-11-05,Four Lions,7.0,621,11,Friday
13477,When in Rome,9.926,2010-01-29,When in Rome,5.9,703,1,Friday
27573,The Bounty Hunter,9.861,2010-03-19,The Bounty Hunter,5.7,1627,3,Friday
39013,Winter's Bone,9.824,2010-06-11,Winter's Bone,6.9,931,6,Friday
52338,Waiting for Forever,9.818999999999999,2010-02-10,Waiting for Forever,5.7,172,2,Wednesday
43931,My Soul to Take,9.808,2010-10-08,My Soul to Take,5.4,247,10,Friday
23437,A Nightmare on Elm Street,9.795,2010-04-30,A Nightmare on Elm Street,5.5,1408,4,Friday
43949,Flipped,9.781,2010-08-06,Flipped,7.4,859,8,Friday
41402,Let Me In,9.716000000000001,2010-10-01,Let Me In,6.7,1061,10,Friday
38199,Unthinkable,9.693,2010-06-15,Unthinkable,6.7,623,6,Tuesday
44363,Frozen,9.677999999999999,2010-02-05,Frozen,5.8,987,2,Friday
29564,Smokin' Aces 2: Assassins' Ball,9.565,2010-01-19,Smokin' Aces 2: Assassins' Ball,5.4,141,1,Tuesday
34647,Enter the Void,9.562999999999999,2010-09-24,Enter the Void,7.3,773,9,Friday
55890,Bereavement,9.55,2010-07-16,Bereavement,5.3,71,7,Friday
44639,Inside Job,9.514,2010-10-08,Inside Job,7.8,466,10,Friday
101669,Mother's Day,9.496,2010-09-23,Mother's Day,6.4,193,9,Thursday
37950,Charlie St. Cloud,9.454,2010-05-01,Charlie St. Cloud,6.9,1398,5,Saturday
35169,Furry Vengeance,9.45,2010-04-02,Furry Vengeance,4.6,283,4,Friday
45324,Casino Jack,9.432,2010-12-17,Casino Jack,6.1,149,12,Friday
35558,Starstruck,9.406,2010-02-14,Starstruck,6.7,627,2,Sunday
39285,Beauty & the Briefcase,9.405,2010-04-18,Beauty & the Briefcase,5.5,250,4,Sunday
36419,After.Life,9.395,2009-11-07,After.Life,5.7,416,11,Saturday
44009,Another Year,9.394,2010-12-29,Another Year,7.0,150,12,Wednesday
37056,Letters to Juliet,9.394,2010-05-14,Letters to Juliet,6.9,1706,5,Friday
27585,Rabbit Hole,9.389,2010-12-16,Rabbit Hole,6.8,292,12,Thursday
44147,Wild Target,9.355,2010-10-29,Wild Target,6.4,356,10,Friday
38358,The Last Exorcism,9.35,2010-08-27,The Last Exorcism,5.6,519,8,Friday
43549,The Experiment,9.261000000000001,2010-07-15,The Experiment,6.5,553,7,Thursday
50135,Konferenz der Tiere,9.258,2010-10-07,Animals United,5.4,151,10,Thursday
26715,Bitch Slap,9.253,2010-01-08,Bitch Slap,4.7,148,1,Friday
41211,L'arnacoeur,9.241,2010-09-10,Heartbreaker,6.6,761,9,Friday
35690,The Last Song,9.237,2010-03-31,The Last Song,7.2,2199,3,Wednesday
48415,Benvenuti al sud,9.187999999999999,2010-12-20,Welcome to the South,6.7,1071,12,Monday
46838,Tucker and Dale vs. Evil,9.158999999999999,2010-01-22,Tucker and Dale vs. Evil,7.3,1427,1,Friday
41515,Yogi Bear,9.096,2010-12-17,Yogi Bear,5.3,387,12,Friday
38542,The Disappearance of Alice Creed,9.087,2010-04-30,The Disappearance of Alice Creed,6.6,280,4,Friday
36950,You Don't Know Jack,9.071,2010-04-14,You Don't Know Jack,7.0,176,4,Wednesday
39486,Secretariat,9.059,2010-10-08,Secretariat,7.0,200,10,Friday
27579,The American,9.042,2010-09-01,The American,5.8,690,9,Wednesday
46705,Blue Valentine,8.994,2010-12-29,Blue Valentine,6.9,1677,12,Wednesday
40264,Vampires Suck,8.992,2010-08-18,Vampires Suck,4.1,658,8,Wednesday
46738,Incendies,8.972999999999999,2010-09-04,Incendies,8.1,1034,9,Saturday
22907,Takers,8.969,2010-08-26,Takers,6.2,605,8,Thursday
278604,"Family Guy Presents: Something, Something, Something, Dark Side",8.956,2010-05-23,"Family Guy Presents: Something, Something, Something, Dark Side",7.1,194,5,Sunday
45162,Superman/Batman: Apocalypse,8.884,2010-09-28,Superman/Batman: Apocalypse,7.0,291,9,Tuesday
42684,Skyline,8.847000000000001,2010-11-12,Skyline,4.8,833,11,Friday
23742,Cop Out,8.82,2010-02-26,Cop Out,5.4,796,2,Friday
28211,Chloe,8.807,2010-03-26,Chloe,5.9,940,3,Friday
52015,Stake Land,8.799,2010-10-01,Stake Land,6.2,415,10,Friday
50618,Брестская крепость,8.769,2010-11-11,Fortress of War,7.3,75,11,Thursday
59490,Cave of Forgotten Dreams,8.762,2010-11-03,Cave of Forgotten Dreams,7.3,143,11,Wednesday
34480,The Descent: Part 2,8.741,2010-04-27,The Descent: Part 2,6.0,480,4,Tuesday
44918,Titanic II,8.729,2010-08-24,Titanic 2,3.2,90,8,Tuesday
31967,Dante's Inferno: An Animated Epic,8.711,2010-02-09,Dante's Inferno: An Animated Epic,6.0,102,2,Tuesday
37645,L'Immortel,8.697000000000001,2010-03-24,22 Bullets,6.5,508,3,Wednesday
39452,Exit Through the Gift Shop,8.696,2010-01-24,Exit Through the Gift Shop,7.7,467,1,Sunday
48650,Habitación en Roma,8.682,2010-11-11,Room in Rome,6.1,236,11,Thursday
42297,Burlesque,8.676,2010-11-23,Burlesque,7.1,1195,11,Tuesday
56272,Elektra Luxx,8.595,2010-03-14,Elektra Luxx,4.9,74,3,Sunday
68341,冷たい熱帯魚,8.582,2010-07-05,Cold Fish,6.6,113,7,Monday
52587,Wir sind die Nacht,8.57,2010-11-11,We Are the Night,6.2,129,11,Thursday
56743,Elena Undone,8.531,2010-06-25,Elena Undone,7.2,81,6,Friday
34583,The Final,8.517000000000001,2010-01-28,The Final,5.6,131,1,Thursday
43919,Hatchet II,8.513,2010-10-01,Hatchet II,5.5,160,10,Friday
45523,Louis C.K.: Hilarious,8.504,2010-01-26,Louis C.K.: Hilarious,8.0,127,1,Tuesday
27004,Ca$h,8.503,2010-01-01,Ca$h,5.8,112,1,Friday
38579,Marmaduke,8.487,2010-06-04,Marmaduke,5.1,367,6,Friday
32823,Get Him to the Greek,8.485,2010-06-04,Get Him to the Greek,5.9,980,6,Friday
59457,Womb,8.482999999999999,2010-07-15,Womb,6.1,159,7,Thursday
48838,London Boulevard,8.469,2010-11-12,London Boulevard,5.9,409,11,Friday
40720,Twelve,8.46,2010-07-30,Twelve,5.9,147,7,Friday
71883,レドライン,8.436,2010-09-23,Redline,7.4,110,9,Thursday
39781,The Kids Are All Right,8.426,2010-07-09,The Kids Are All Right,6.6,854,7,Friday
12685,BloodRayne: The Third Reich,8.419,2010-11-05,BloodRayne: The Third Reich,3.7,83,11,Friday
11761,Peacock,8.414,2010-04-20,Peacock,6.1,104,4,Tuesday
46261,Don't Be Afraid of the Dark,8.405,2010-11-06,Don't Be Afraid of the Dark,5.5,550,11,Saturday
41201,L'illusionniste,8.404,2010-12-25,The Illusionist,7.4,280,12,Saturday
44113,Stone,8.401,2010-10-22,Stone,5.2,334,10,Friday
31007,Welcome to the Rileys,8.347999999999999,2010-10-29,Welcome to the Rileys,6.5,241,10,Friday
45649,Rubber,8.318999999999999,2010-09-01,Rubber,5.9,417,9,Wednesday
30618,Bunraku,8.282,2010-09-01,Bunraku,5.9,161,9,Wednesday
38073,Going the Distance,8.281,2010-09-03,Going the Distance,6.0,394,9,Friday
52274,Los ojos de Julia,8.267999999999999,2010-10-29,Julia's Eyes,6.7,415,10,Friday
46528,The Warrior's Way,8.259,2010-12-03,The Warrior's Way,6.1,203,12,Friday
23830,Last Night,8.244,2010-09-18,Last Night,6.1,444,9,Saturday
44718,Get Low,8.215,2010-01-22,Get Low,6.7,135,1,Friday
40794,Mine vaganti,8.202,2010-04-28,Loose Cannons,7.4,310,4,Wednesday
27586,The Runaways,8.19,2010-03-19,The Runaways,6.4,448,3,Friday
51736,Bloomington,8.176,2010-06-23,Bloomington,6.6,65,6,Wednesday
41436,Paranormal Activity 2,8.163,2010-10-21,Paranormal Activity 2,5.7,1342,10,Thursday
43956,Tom and Jerry Meet Sherlock Holmes,8.142000000000001,2010-08-24,Tom and Jerry Meet Sherlock Holmes,6.6,19,8,Tuesday
13635,L'Instinct de mort,8.131,2010-08-27,Mesrine: Killer Instinct,7.4,434,8,Friday
52454,Mega Shark vs. Crocosaurus,8.129,2010-12-21,Mega Shark vs. Crocosaurus,2.7,60,12,Tuesday
36800,Metropia,8.113,2010-05-12,Metropia,6.3,82,5,Wednesday
44129,The Company Men,8.109,2010-10-21,The Company Men,6.6,349,10,Thursday
12819,Alpha and Omega,8.107999999999999,2010-09-17,Alpha and Omega,5.4,227,9,Friday
50479,Avalon High,8.097999999999999,2010-11-12,Avalon High,6.1,313,11,Friday
42941,30 Days of Night: Dark Days,8.086,2010-10-05,30 Days of Night: Dark Days,4.7,218,10,Tuesday
54559,Minions: Orientation Day,8.052999999999999,2010-12-13,Minions: Orientation Day,6.9,117,12,Monday
30675,Planet Hulk,8.052999999999999,2010-02-02,Planet Hulk,6.7,185,2,Tuesday
44982,13,8.007,2010-03-12,13,5.7,392,3,Friday
29426,Survival of the Dead,7.9639999999999995,2010-05-28,Survival of the Dead,4.8,199,5,Friday
53399,La solitudine dei numeri primi,7.959,2010-10-10,The Solitude of Prime Numbers,5.8,218,10,Sunday
34179,錦衣衛,7.9479999999999995,2010-02-04,14 Blades,6.6,87,2,Thursday
44874,Barbie: A Fashion Fairytale,7.947,2010-09-14,Barbie: A Fashion Fairytale,6.8,228,9,Tuesday
46020,Sharktopus,7.943,2010-09-25,Sharktopus,4.4,69,9,Saturday
39957,Burning Bright,7.938,2010-08-17,Burning Bright,6.0,113,8,Tuesday
44603,Hereafter,7.886,2010-10-22,Hereafter,5.9,848,10,Friday
46503,All Good Things,7.871,2010-12-03,All Good Things,6.0,493,12,Friday
34769,Defendor,7.8629999999999995,2010-02-26,Defendor,6.4,295,2,Friday
74471,The Dead,7.841,2010-10-07,The Dead,5.7,89,10,Thursday
40619,Day & Night,7.835,2010-06-17,Day & Night,7.7,438,6,Thursday
44425,दबंग्ग,7.831,2010-09-10,Dabangg,6.2,73,9,Friday
11439,The Ghost Writer,7.829,2010-02-12,The Ghost Writer,6.8,1135,2,Friday
12645,Inhale,7.8260000000000005,2010-10-01,Inhale,6.1,63,10,Friday
35025,Le Mac,7.825,2010-02-16,Le Mac,5.7,144,2,Tuesday
8999,Derailed,7.814,2005-11-11,Derailed,6.2,500,11,Friday
34016,She's Out of My League,7.775,2010-03-12,She's Out of My League,6.1,970,3,Friday
26466,Triangle,7.761,2010-02-02,Triangle,6.8,1094,2,Tuesday
39356,Boy,7.7589999999999995,2012-03-02,Boy,7.5,149,3,Friday
44269,Tout ce qui Brille,7.756,2010-12-03,All That Glitters,6.4,456,12,Friday
41210,The Switch,7.745,2010-08-20,The Switch,6.1,1008,8,Friday
39053,Cyrus,7.735,2010-06-18,Cyrus,6.0,201,6,Friday
136294,"L'Amour, c'est mieux à deux",7.7010000000000005,2010-06-29,The Perfect Date,5.6,118,6,Tuesday
15362,L'ennemi public n°1,7.7,2010-09-03,Mesrine: Public Enemy #1,7.4,404,9,Friday
41382,Lottery Ticket,7.699,2010-08-20,Lottery Ticket,5.7,92,8,Friday
45958,Biutiful,7.697,2010-12-28,Biutiful,7.2,546,12,Tuesday
8349,Der rote Baron,7.676,2010-02-11,The Red Baron,6.5,111,2,Thursday
41556,The Romantics,7.676,2010-09-10,The Romantics,4.9,145,9,Friday
37931,MacGruber,7.666,2010-05-21,MacGruber,5.3,270,5,Friday
46441,Mirrors 2,7.662999999999999,2010-10-19,Mirrors 2,5.5,182,10,Tuesday
19237,Kill Theory,7.662999999999999,2010-01-29,Kill Theory,5.3,58,1,Friday
44092,剑雨,7.621,2010-09-01,Reign of Assassins,6.8,87,9,Wednesday
26022,My Name Is Khan,7.619,2010-02-12,My Name Is Khan,7.8,409,2,Friday
73211,Kongen av Bastøy,7.6160000000000005,2010-12-20,King of Devil's Island,7.3,96,12,Monday
35138,大兵小将,7.607,2010-02-14,Little Big Soldier,6.8,123,2,Sunday
39210,Somewhere,7.596,2010-12-22,Somewhere,6.1,376,12,Wednesday
27583,Greenberg,7.57,2010-03-26,Greenberg,5.9,280,3,Friday
45272,Country Strong,7.567,2010-12-22,Country Strong,6.3,126,12,Wednesday
49852,The Nutcracker in 3D,7.566,2010-11-24,The Nutcracker in 3D,5.5,97,11,Wednesday
36970,Oceans,7.532,2010-04-21,Oceans,7.2,167,4,Wednesday
45094,Conviction,7.51,2010-10-15,Conviction,7.2,297,10,Friday
49009,The Way Back,7.502999999999999,2010-09-03,The Way Back,6.9,759,9,Friday
48844,The Search for Santa Paws,7.452000000000001,2010-11-23,The Search for Santa Paws,5.9,85,11,Tuesday
38843,Ramona and Beezus,7.442,2010-07-23,Ramona and Beezus,6.3,460,7,Friday
65496,Mes chères études,7.394,2010-11-11,Student Services,4.8,67,11,Thursday
41180,The Client List,7.382000000000001,2010-07-19,The Client List,5.6,108,7,Monday
21634,Prayers for Bobby,7.372000000000001,2009-02-27,Prayers for Bobby,7.9,220,2,Friday
18438,김씨 표류기,7.367999999999999,2010-02-05,Castaway on the Moon,8.1,259,2,Friday
38961,Tamara Drewe,7.364,2010-12-30,Tamara Drewe,5.8,226,12,Thursday
46829,Barney's Version,7.357,2011-01-14,Barney's Version,7.2,210,1,Friday
57120,Meek's Cutoff,7.309,2010-10-08,Meek's Cutoff,6.5,113,10,Friday
48393,Secuestrados,7.297000000000001,2010-06-17,Kidnapped,6.3,98,6,Thursday
31196,Growth,7.28,2010-01-29,Growth,5.2,33,1,Friday
46138,Made in Dagenham,7.275,2010-11-19,Made in Dagenham,6.6,150,11,Friday
51256,Donkey's Christmas Shrektacular,7.265,2010-12-07,Donkey's Christmas Shrektacular,5.3,70,12,Tuesday
62592,Revenge of the Bridesmaids,7.216,2010-07-18,Revenge of the Bridesmaids,6.3,165,7,Sunday
50674,The Lost Future,7.188,2010-11-13,The Lost Future,5.0,79,11,Saturday
42296,Catfish,7.172000000000001,2010-09-17,Catfish,6.8,284,9,Friday
36736,The Drawn Together Movie: The Movie!,7.171,2010-04-20,The Drawn Together Movie: The Movie!,6.4,54,4,Tuesday
33195,Triage,7.155,2010-08-10,Triage,6.5,82,8,Tuesday
47518,The Tortured,7.148,2010-06-15,The Tortured,5.3,77,6,Tuesday
42189,Kevin Hart: Seriously Funny,7.146,2010-07-20,Kevin Hart: Seriously Funny,7.3,89,7,Tuesday
44835,Hesher,7.14,2010-01-22,Hesher,7.0,335,1,Friday
38568,Howl,7.12,2010-09-24,Howl,6.8,100,9,Friday
39312,Restrepo,7.119,2010-06-25,Restrepo,7.5,188,6,Friday
54551,Banana,7.117999999999999,2010-12-13,Banana,7.1,178,12,Monday
70076,Lying to Be Perfect,7.108,2010-01-30,Lying to Be Perfect,6.1,85,1,Saturday
33511,Nowhere Boy,7.099,2010-01-27,Nowhere Boy,7.3,469,1,Wednesday
41827,Red White & Blue,7.09,2010-10-08,Red White & Blue,6.2,64,10,Friday
37414,The Killer Inside Me,7.087000000000001,2010-04-27,The Killer Inside Me,5.9,304,4,Tuesday
45752,Scooby-Doo! Camp Scare,7.047999999999999,2010-09-14,Scooby-Doo! Camp Scare,7.2,52,9,Tuesday
38093,Just Wright,7.047000000000001,2010-05-14,Just Wright,6.2,211,5,Friday
33427,LEGO: The Adventures of Clutch Powers,7.039,2010-01-01,LEGO: The Adventures of Clutch Powers,5.5,41,1,Friday
52077,Rien à déclarer,6.978,2010-12-20,Nothing to Declare,5.8,602,12,Monday
49350,Harriet the Spy: Blog Wars,6.896,2010-03-25,Harriet the Spy: Blog Wars,4.7,127,3,Thursday
33602,Temple Grandin,6.875,2010-02-06,Temple Grandin,7.8,173,2,Saturday
